backend architecture,use case,heap,concurrency,garbage collector,workload,average_latency,min_latency,max_latency,percentile_10,percentile_20,percentile_50,percentile_90,percentile_99,percentile_999,percentile_9999,percentile_99999,percentile_999999,percentile_9999999,throughput,footprint,avgfootprintAfterFullGC,avgFreedMemoryByFullGC,avgfootprintAfterGC,avgFreedMemoryByGC,avgPause,minPause,maxPause,avgGCPause,avgFullGCPause,accumPause,fullGCPause,gcPause,gc_throughput,num_full_gc,num_minor_gc,freedMemoryPerMin,gcPerformance,fullGCPerformance,%usr,%nice,%sys,%iowait,%steal,%irq,%soft,%guest,%gnice,%idle,kbmemfree,kbmemused,%memused,kbbuffers,kbcached,kbcommit,%commit,kbactive,kbinact,kbdirty,kbanonpg,kbslab,kbkstack,kbpgtbl,kbvmused,kbswpfree,kbswpused,%swpused,kbswpcad,%swpcad,tps,rtps,wtps,bread/s,bwrtn/s,dentunusd,file-nr,inode-nr,pty-nr,proc/s,cswch/s,runq-sz,plist-sz,ldavg-1,ldavg-5,ldavg-15,blocked,rxpck/s,txpck/s,rxkB/s,txkB/s,rxcmp/s,txcmp/s,rxmcst/s,%ifutil
oio,cpu,7g,200,UseParallelGC,10,1001.6546006539,0,1103,1001.0,1001.0,1002.0,1003.0,1006.0,1059.0,1099.005299999997,1101.801059999998,1102.8801059999969,1102.988010599991,199.82666666666665,6874.5,23.674,566,213.236,1604.453,0.05259,0.01001,0.0954,0.05051,0.07339,0.58,0.07,0.51,99.9,1,10,1631.25,31766.192,7712.685,1.99,0.00,1.27,0.00,0.03,0.00,0.27,0.00,0.00,96.43,3996105,3661511,47.82,86810,738557,8532240,111.42,2948290,534048,84,2660696,118267,8422,9538,0,0,0,0.00,0,0.00,0.44,0.00,0.44,0.00,8.19,54273,1264,48253,0,0.02,2078.11,2,512,0.45,0.39,0.33,0,900.13,800.16,102.75,81.07,0.00,0.00,0.00,0.01
oio,cpu,7g,100,UseParallelGC,10,1001.9789842966923,0,1126,1001.0,1001.0,1002.0,1004.0,1016.0,1111.0,1120.0212999999858,1126.0,1126.0,1126.0,99.76666666666667,6869.5,23.674,598,210.688,1507.301,0.05738,0.02947,0.08072,0.05349,0.08072,0.4,0.08,0.32,99.92,1,6,1022.597,28178.306,7408.004,1.03,0.00,0.83,0.00,0.02,0.00,0.13,0.00,0.00,97.99,4133718,3523898,46.02,86963,738837,8431747,110.11,2813594,534048,77,2525588,117867,6946,9311,0,0,0,0.00,0,0.00,0.42,0.00,0.42,0.00,7.71,54354,1168,48161,0,0.04,1113.65,2,420,0.22,0.18,0.22,0,449.72,399.61,51.32,40.47,0.00,0.00,0.00,0.00
oio,cpu,7g,50,UseParallelGC,10,1001.7528823725424,1,1039,1001.0,1001.0,1002.0,1003.0,1006.0,1029.0,1038.0,1038.8499599999996,1038.9849959999992,1038.9984995999985,50.016666666666666,6869.5,23.676,601,175.077,1384.69,0.05758,0.03313,0.08219,0.05142,0.08219,0.29,0.08,0.21,99.95,1,4,618.467,26927.012,7312.165,0.60,0.00,0.68,0.00,0.01,0.00,0.06,0.00,0.00,98.64,4548657,3108959,40.60,87126,739125,8373136,109.34,2400053,534056,67,2111615,117721,5989,8725,0,0,0,0.00,0,0.00,0.48,0.00,0.48,0.00,8.69,54440,1119,48125,0,0.02,677.39,2,360,0.08,0.13,0.18,0,224.92,199.94,25.67,20.25,0.00,0.00,0.00,0.00
oio,cpu,7g,20,UseParallelGC,10,1000.674732977303,0,1068,1001.0,1001.0,1002.0,1004.0,1015.0,1066.0,1067.4008999999996,1067.94009,1067.994009,1067.9994008999993,19.973333333333333,6869.5,23.675,620,158.696,1246.561,0.05566,0.02159,0.06947,0.05106,0.06947,0.22,0.07,0.15,99.96,1,3,372.411,24415.153,8924.741,0.48,0.00,0.61,0.00,0.00,0.00,0.02,0.00,0.00,98.88,5140665,2516951,32.87,87267,739409,8337934,108.88,1810026,534048,78,1521172,117690,5467,7529,0,0,0,0.00,0,0.00,0.41,0.00,0.41,0.00,8.48,54522,1081,48104,0,0.02,372.13,2,328,0.10,0.08,0.11,0,90.12,80.17,10.29,8.12,0.00,0.00,0.00,0.00
oio,cpu,7g,10,UseParallelGC,10,1002.0625,1,1030,1001.0,1002.0,1002.0,1004.0,1016.0,1030.0,1030.0,1030.0,1030.0,1030.0,9.973333333333333,6869.5,23.675,610,128.181,940.944,0.05855,0.026,0.08832,0.04367,0.08832,0.18,0.09,0.09,97.84,1,2,13888.882,21547.834,6906.773,0.66,0.00,0.58,0.00,0.00,0.00,0.01,0.00,0.00,98.74,5562689,2094927,27.36,87412,739697,8334312,108.84,1388980,534048,79,1099691,117770,5336,6628,0,0,0,0.00,0,0.00,0.46,0.00,0.46,0.00,8.75,54604,1067,48103,0,0.07,317.31,2,319,0.15,0.12,0.10,0,45.34,40.74,5.17,4.11,0.00,0.00,0.00,0.00
oio,cpu,7g,1,UseParallelGC,10,1003.4548494983278,1001,1019,1002.0,1002.0,1003.0,1005.0,1014.04,1018.7020000000001,1018.9702,1018.9970199999999,1018.999702,1018.9999702,0.9966666666666667,6869.5,23.675,587,24.248,334.16,0.04655,0.02156,0.07155,0.02156,0.07155,0.09,0.07,0.02,0.47,1,1,214691.047,15501.308,8204.237,0.21,0.00,0.54,0.00,0.00,0.00,0.00,0.00,0.00,99.24,6089609,1568007,20.48,87551,739981,8304528,108.45,863239,534052,84,573526,117687,5088,5509,0,0,0,0.00,0,0.00,0.39,0.00,0.39,0.00,8.05,54683,1051,48099,0,0.00,248.94,2,304,0.00,0.02,0.05,0,4.75,4.43,0.54,0.43,0.00,0.00,0.00,0.00
seda,cpu,7g,600,UseParallelGC,500,5028.954055111509,4016,5792,4845.0,4925.0,5043.0,5220.0,5428.0,5656.219000000005,5741.843799999988,5787.706279999984,5791.570628000016,5791.957062799949,119.27333333333333,7132.5,23.62,612,79.404,2304.518,0.01732,0.0127,0.08967,0.01717,0.08967,8.28,0.09,8.19,98.64,1,477,108410.952,134237.696,6825.337,98.40,0.00,0.96,0.00,0.00,0.00,0.21,0.00,0.00,0.43,3933239,3724377,48.64,87692,740316,8489944,110.87,3012522,534060,75,2722316,119652,5824,9443,0,0,0,0.00,0,0.00,0.56,0.00,0.56,0.00,9.22,54765,1741,48731,0,0.00,5186.86,83,350,93.61,68.83,33.50,0,954.32,715.87,97.51,66.53,0.00,0.00,0.00,0.01
seda,cpu,7g,500,UseParallelGC,500,4121.670121230448,3194,4917,3939.0,4017.0,4134.0,4317.0,4507.239999999998,4718.624000000003,4837.610399999961,4896.2656799999895,4914.926567999792,4916.792656800062,121.25666666666666,7139,23.613,594,72.985,2317.387,0.01482,0.00263,0.07179,0.0147,0.07179,7.19,0.07,7.12,98.82,1,484,110755.634,157629.36,8274.652,98.32,0.00,1.03,0.00,0.00,0.00,0.22,0.00,0.00,0.43,3926383,3731233,48.73,87875,741487,8531636,111.41,3021127,531928,79,2727433,119738,5872,9442,0,0,0,0.00,0,0.00,0.56,0.00,0.56,0.00,9.99,54877,1627,48653,0,0.05,5274.21,88,353,85.46,82.69,58.23,0,970.42,727.98,99.15,67.65,0.00,0.00,0.00,0.01
seda,cpu,7g,200,UseParallelGC,500,1638.9951903369497,738,2552,1470.0,1544.0,1652.0,1825.0,2003.0800000000017,2208.080000000031,2470.9951999999175,2534.4358399998164,2550.243583999807,2551.824358399841,121.97666666666667,7157.5,23.613,569,54.308,2354.39,0.00665,0.00464,0.07142,0.00651,0.07142,3.16,0.07,3.09,99.48,1,474,110676.289,361439.619,7966.99,98.60,0.00,0.82,0.00,0.00,0.00,0.16,0.00,0.00,0.42,3947865,3709751,48.45,88033,741824,8527688,111.36,3001899,531928,77,2707720,118660,5872,9415,0,0,0,0.00,0,0.00,0.52,0.00,0.52,0.00,9.38,54959,1339,48362,0,0.00,4367.05,84,353,55.90,65.56,62.31,0,551.61,489.62,63.02,49.68,0.00,0.00,0.00,0.01
seda,cpu,7g,100,UseParallelGC,500,826.1131779100529,28,1632,650.0,728.0,844.0,1007.0,1173.0,1372.7130000000034,1558.34169999999,1624.379729999906,1631.2379729999448,1631.923797299918,120.96,7164,23.623,653,48.421,2365.899,0.00404,0.00307,0.07473,0.00388,0.07473,1.89,0.07,1.81,99.69,1,467,109660.796,609055.369,8738.264,98.86,0.00,0.64,0.00,0.00,0.00,0.09,0.00,0.00,0.40,3940808,3716808,48.54,88172,742155,8527756,111.36,3008680,531380,76,2713484,118367,5872,9442,0,0,0,0.00,0,0.00,0.55,0.00,0.55,0.00,9.78,55038,1256,48268,0,0.01,3923.67,85,353,85.71,77.80,69.22,0,400.41,401.64,49.81,42.93,0.00,0.00,0.00,0.00
seda,cpu,7g,50,UseParallelGC,500,400.38009509054973,25,1053,243.0,305.0,401.0,557.0,705.6299999999974,830.5630000000019,938.2562999999936,1041.02015999984,1051.8020160000306,1052.8802016000263,124.79333333333334,7165.5,23.624,600,45.591,2370.501,0.00302,0.00226,0.07711,0.00287,0.07711,1.51,0.08,1.43,99.75,1,498,117331.491,825579.913,7781.486,98.80,0.00,0.71,0.00,0.00,0.00,0.10,0.00,0.00,0.39,3933664,3723952,48.63,88335,742491,8523532,111.31,3016717,531383,81,2721021,118410,5872,9467,0,0,0,0.00,0,0.00,0.53,0.00,0.53,0.03,9.49,55123,1204,48230,0,0.00,3799.00,47,353,47.27,54.20,61.83,0,282.65,339.78,40.10,38.64,0.00,0.00,0.00,0.00
seda,cpu,7g,20,UseParallelGC,500,154.39675592173018,21,480,60.0,89.0,154.0,246.0,319.0,389.16100000000733,433.0,469.125079999998,478.9125079999794,479.8912507998757,129.46666666666667,7167,23.625,567,44.125,2373.39,0.00236,0.00177,0.07153,0.00222,0.07153,1.19,0.07,1.12,99.8,1,504,118823.772,1068465.493,7926.356,98.95,0.00,0.55,0.00,0.00,0.00,0.08,0.00,0.00,0.42,3940938,3716678,48.54,88497,742836,8523760,111.31,3009126,531381,79,2712920,118583,5872,9417,0,0,0,0.00,0,0.00,0.53,0.00,0.53,0.00,10.10,55205,1172,48209,0,0.01,3118.66,20,353,19.02,26.05,43.63,0,196.62,297.16,33.25,35.90,0.00,0.00,0.00,0.00
seda,cpu,7g,10,UseParallelGC,500,75.03401667042127,24,290,34.0,43.0,70.0,122.0,167.0,204.0500000000029,245.01999999998952,285.6055000000051,289.5605500000165,289.95605500000966,133.17,7167.5,23.619,641,43.634,2373.975,0.00214,0.00163,0.07154,0.002,0.07154,1.11,0.07,1.04,99.82,1,519,122386.159,1184924.806,8959.747,98.88,0.00,0.64,0.00,0.00,0.00,0.08,0.00,0.00,0.41,3935745,3721871,48.60,88628,743179,8515824,111.21,3013520,531381,83,2716835,118638,5872,9425,0,0,0,0.00,0,0.00,0.56,0.00,0.56,0.00,10.13,55287,1157,48208,0,0.01,2776.39,11,353,10.17,13.01,28.22,0,167.75,283.33,31.22,35.27,0.00,0.00,0.00,0.00
seda,cpu,7g,1,UseParallelGC,500,15.112395276067428,14,33,15.0,15.0,15.0,16.0,17.0,19.0,28.037399999993795,32.40560999999798,32.94056100000307,32.99405610000031,66.04666666666667,7167.5,23.624,653,42.706,2362.021,0.00228,0.00143,0.07476,0.002,0.07476,0.59,0.07,0.52,99.9,1,258,60661.926,1182752.982,8734.033,24.67,0.00,0.48,0.00,0.03,0.00,0.01,0.00,0.00,74.81,3949082,3708534,48.43,88791,743495,8517735,111.23,3000550,531380,80,2703385,118539,5883,9445,0,0,0,0.00,0,0.00,0.52,0.00,0.52,0.00,9.25,55365,1117,48204,0,0.02,2004.75,1,354,1.00,3.43,15.92,0,69.77,68.77,14.33,12.78,0.00,0.00,0.00,0.00
seda,cpu,7g,600,UseParallelGC,100,302.22339535540056,2,1532,144.0,194.0,289.0,477.0,680.0,872.0,1056.4728999999352,1396.709350000252,1516.5229539985303,1530.4522953983396,1984.24,7146.5,23.623,593,91.458,2322.344,0.01241,0.00838,0.0706,0.01229,0.0706,6,0.07,5.92,99.01,1,482,111204.344,188938.594,8399.005,95.99,0.00,2.77,0.00,0.01,0.00,0.58,0.00,0.00,0.65,3870135,3787481,49.46,88947,743825,8513544,111.18,3074629,531380,84,2776991,120414,5873,9566,0,0,0,0.00,0,0.00,0.54,0.00,0.54,0.00,10.39,55448,1765,48821,0,0.02,31806.87,74,353,73.21,56.74,36.00,0,3923.56,5103.14,588.30,591.43,0.00,0.00,0.00,0.05
seda,cpu,7g,500,UseParallelGC,100,263.71786260884863,1,1090,120.0,164.0,250.0,424.0,613.0,777.0,920.0,1040.5240799998865,1088.8631019999739,1089.886310199974,1894.8333333333333,7148,23.616,675,65.22,2328.83,0.01122,0.00736,0.08626,0.01106,0.08626,5.16,0.09,5.07,99.15,1,459,106179.323,210650.174,7824.762,96.31,0.00,2.52,0.00,0.01,0.00,0.52,0.00,0.00,0.65,3914624,3742992,48.88,89110,744159,8516395,111.21,3030831,531380,88,2732700,119790,5872,9459,0,0,0,0.00,0,0.00,0.54,0.00,0.54,0.00,10.10,55533,1659,48733,0,0.06,29012.44,81,353,73.32,69.56,52.60,0,3527.90,4734.54,542.77,554.38,0.00,0.00,0.00,0.05
seda,cpu,7g,200,UseParallelGC,100,102.81051498172292,1,920,25.0,39.0,79.0,211.0,361.0,488.0,640.0,780.1892499983078,897.2535230010981,917.7253523005638,1944.1466666666668,7159.5,23.612,574,52.317,2356.44,0.00598,0.00421,0.07342,0.00583,0.07342,2.79,0.07,2.72,99.54,1,466,108992.031,404117.253,7818.417,96.28,0.00,2.47,0.00,0.01,0.00,0.42,0.00,0.00,0.82,3951283,3706333,48.40,89287,744493,8525256,111.33,2997993,531380,88,2699346,118713,5872,9392,0,0,0,0.00,0,0.00,0.62,0.00,0.62,0.00,11.14,55612,1354,48433,0,0.01,22847.46,76,353,77.54,75.04,63.23,0,2617.44,4136.69,470.28,515.90,0.00,0.00,0.00,0.04
seda,cpu,7g,100,UseParallelGC,100,50.25148099149719,1,680,7.0,11.0,28.0,124.0,249.0,357.0,457.3609999999171,580.2165999994613,677.6144400001504,679.7614440000616,1987.97,7163.5,23.614,576,48.295,2365.703,0.00414,0.00245,0.07065,0.004,0.07065,1.94,0.07,1.87,99.68,1,468,110027.56,591603.846,8152.543,94.30,0.00,4.21,0.00,0.01,0.00,0.61,0.00,0.00,0.87,3919550,3738066,48.82,89471,744826,8525675,111.34,3029806,531380,92,2730635,118682,5872,9466,0,0,0,0.00,0,0.00,0.66,0.00,0.66,0.00,10.82,55697,1256,48344,0,0.02,27645.32,58,353,56.54,59.26,60.96,0,2330.00,3482.51,450.89,477.13,0.00,0.00,0.00,0.04
seda,cpu,7g,50,UseParallelGC,100,25.487490426346692,1,470,3.0,5.0,12.0,66.0,146.0,227.45100000011735,318.49019999988377,391.37352999998257,460.0116669991985,469.00116669991985,1958.5,7166,23.627,554,45.881,2369.664,0.00313,0.00189,0.07208,0.00298,0.07208,1.47,0.07,1.4,99.76,1,470,110595.338,793979.779,7685.787,92.97,0.00,5.43,0.00,0.01,0.00,0.63,0.00,0.00,0.96,3911614,3746002,48.92,89633,745160,8525748,111.34,3037917,531383,85,2738265,118759,5872,9498,0,0,0,0.00,0,0.00,0.62,0.00,0.62,0.00,10.13,55779,1208,48303,0,0.01,28701.13,38,353,36.46,40.41,50.25,0,2131.51,2846.56,430.02,431.33,0.00,0.00,0.00,0.04
seda,cpu,7g,20,UseParallelGC,100,10.499872719260823,1,230,3.0,4.0,6.0,23.0,62.0,107.0,152.03939999989234,212.30394000001252,228.86078800004907,229.88607879984193,1898.69,7167,23.624,634,43.373,2371.994,0.00247,0.00167,0.07325,0.00232,0.07325,1.13,0.07,1.06,99.81,1,457,107791.159,1023387.373,8655.538,90.87,0.00,5.91,0.00,0.02,0.00,0.59,0.00,0.00,2.61,3926427,3731189,48.73,89791,745491,8528556,111.37,3023761,531381,86,2723602,118499,5888,9469,0,0,0,0.00,0,0.00,0.62,0.00,0.62,0.00,10.95,55858,1167,48279,0,0.01,26280.47,18,354,16.89,21.70,35.87,0,1968.67,2089.22,408.43,374.31,0.00,0.00,0.00,0.03
seda,cpu,7g,10,UseParallelGC,100,5.500485616714799,1,152,2.0,3.0,4.0,10.0,31.0,52.0,82.0,127.14783999999054,147.65913600008935,151.5659135999158,1808.6966666666667,7167.5,23.619,606,42.531,2371.563,0.00223,0.00151,0.06933,0.00207,0.06933,0.98,0.07,0.91,99.84,1,438,103135.783,1144537.063,8740.414,82.87,0.00,6.31,0.00,0.08,0.00,0.64,0.00,0.00,10.10,3928105,3729511,48.70,89956,745824,8520336,111.27,3021335,531380,87,2720675,118759,5888,9463,0,0,0,0.00,0,0.00,0.72,0.00,0.72,0.00,11.17,55943,1141,48280,0,0.06,27370.52,10,354,8.70,10.98,23.29,0,1843.62,1849.60,386.30,347.28,0.00,0.00,0.00,0.03
seda,cpu,7g,1,UseParallelGC,100,1.232705848901972,1,35,1.0,1.0,1.0,2.0,2.0,3.0,6.084499999968102,12.608449999970617,30.456054999667685,34.54560549996677,797.1866666666666,7167.5,23.62,639,40.914,2353.439,0.00252,0.00139,0.07101,0.00217,0.07101,0.49,0.07,0.42,99.92,1,195,45656.276,1083353.935,8998.745,20.59,0.00,2.05,0.00,0.35,0.00,0.08,0.00,0.00,76.93,3924220,3733396,48.75,90175,746133,8526448,111.35,3024237,531380,94,2723022,118715,5888,9432,0,0,0,0.00,0,0.00,0.66,0.00,0.66,0.00,12.83,56025,1122,48279,0,0.01,17909.64,1,354,0.47,2.55,12.94,0,800.87,799.85,169.29,152.01,0.00,0.00,0.00,0.01
seda,cpu,7g,600,UseParallelGC,10,45.175800038784885,0,392,20.0,27.0,42.0,72.0,129.0,199.0,262.0,311.0,362.1906899968162,392.0,13269.773333333333,7144.5,23.613,590,69.1,2316.258,0.01223,0.00759,0.07124,0.01206,0.07124,4.15,0.07,4.08,99.31,1,338,77802.893,192107.204,8281.492,73.07,0.00,16.09,0.00,0.22,0.00,3.44,0.00,0.00,7.18,3886867,3770749,49.24,90333,746452,8519471,111.25,3058494,531184,96,2756649,120475,5872,9527,0,0,0,0.00,0,0.00,0.53,0.00,0.53,0.00,9.67,56105,1731,48888,0,0.01,95628.56,25,353,19.10,14.53,13.61,0,15357.44,24812.39,2978.98,3270.97,0.00,0.00,0.00,0.27
seda,cpu,7g,500,UseParallelGC,10,38.24422074914013,0,1206,17.0,23.0,35.0,61.0,112.0,185.0,261.0,1035.9707299997099,1090.0,1204.0485364980996,13009.76,7148.5,23.624,645,62.862,2323.804,0.0105,0.00614,0.07429,0.01031,0.07429,3.5,0.07,3.42,99.42,1,332,76819.009,225450.145,8682.355,72.83,0.00,16.00,0.00,0.23,0.00,3.08,0.00,0.00,7.86,3905216,3752400,49.00,90511,746769,8529576,111.39,3040573,530880,91,2737916,120146,5872,9495,0,0,0,0.00,0,0.00,0.64,0.00,0.64,0.00,11.11,56187,1626,48796,0,0.07,95406.71,23,353,16.07,15.73,14.78,0,14760.45,22324.01,2896.98,3077.74,0.00,0.00,0.00,0.25
seda,cpu,7g,200,UseParallelGC,10,14.618181436226617,0,276,5.0,8.0,13.0,24.0,57.0,126.0,194.0,258.0,270.0,275.18124639987946,13645.896666666667,7159.5,23.613,605,48.316,2350.745,0.0053,0.00322,0.07005,0.00511,0.07005,1.81,0.07,1.74,99.7,1,340,79493.954,459667.827,8636.454,70.29,0.00,17.52,0.00,0.31,0.00,2.82,0.00,0.00,9.06,3938860,3718756,48.56,90661,747095,8520312,111.27,3009476,530885,91,2706340,119295,5872,9463,0,0,0,0.00,0,0.00,0.63,0.00,0.63,0.00,11.01,56272,1331,48508,0,0.02,107861.83,22,353,16.36,15.56,15.00,0,14346.31,14902.50,2938.91,2670.73,0.00,0.00,0.00,0.24
seda,cpu,7g,100,UseParallelGC,10,7.538264657191311,0,289,2.0,4.0,6.0,13.0,36.0,100.0,163.0,205.0,262.0748819997534,289.0,13208.533333333333,7163.5,23.622,621,44.092,2359.285,0.00377,0.0023,0.09585,0.00349,0.09585,1.24,0.1,1.15,99.79,1,329,77120.047,675581.869,6478.792,69.52,0.00,18.06,0.00,0.33,0.00,2.72,0.00,0.00,9.36,3922452,3735164,48.78,90787,747436,8528092,111.37,3027538,530886,85,2723918,119084,5872,9439,0,0,0,0.00,0,0.00,0.65,0.00,0.65,0.03,10.98,56354,1223,48416,0,0.01,107410.04,18,353,14.52,14.32,14.55,0,13563.70,13686.28,2817.18,2535.78,0.00,0.00,0.00,0.23
seda,cpu,7g,50,UseParallelGC,10,3.9381454671277347,0,281,1.0,2.0,3.0,6.0,23.0,75.0,127.0,176.0,279.21979299979284,281.0,12600.693333333333,7165.5,23.621,613,42.381,2362.525,0.00299,0.00187,0.07118,0.00277,0.07118,0.94,0.07,0.87,99.84,1,314,73758.587,852963.625,8612.49,67.29,0.00,19.75,0.00,0.41,0.00,2.78,0.00,0.00,9.77,3918831,3738785,48.82,90949,747772,8517846,111.23,3030495,530885,90,2726376,118973,5886,9440,0,0,0,0.00,0,0.00,0.63,0.00,0.63,0.00,10.98,56432,1171,48371,0,0.02,112718.60,16,354,11.90,12.48,13.45,0,12783.99,12841.50,2674.71,2404.81,0.00,0.00,0.00,0.22
seda,cpu,7g,20,UseParallelGC,10,1.9990766679562932,0,167,1.0,1.0,2.0,3.0,11.0,45.0,80.0,107.0,123.22741800080985,161.66822539269924,9873.66,7167,23.62,597,41.875,2359.02,0.00279,0.00165,0.07085,0.00252,0.07085,0.7,0.07,0.63,99.88,1,249,58505.356,937102.027,8426.431,61.51,0.00,21.33,0.00,0.59,0.00,2.52,0.00,0.00,14.04,3933539,3724077,48.63,91132,748112,8520388,111.27,3016522,530884,80,2711897,118658,5872,9449,0,0,0,0.00,0,0.00,0.60,0.00,0.60,0.00,10.69,56518,1152,48354,0,0.00,115691.43,16,353,9.76,10.16,11.69,0,9941.82,9948.66,2088.28,1875.55,0.00,0.00,0.00,0.17
seda,cpu,7g,10,UseParallelGC,10,1.107259117465856,0,109,0.0,1.0,1.0,2.0,7.0,26.0,52.0,73.0,87.76932799816132,108.46923319995403,8846.116666666667,7167.5,23.62,630,41.003,2356.665,0.0027,0.00153,0.07261,0.00239,0.07261,0.61,0.07,0.53,99.9,1,223,52372.151,985846.392,8676.921,54.50,0.00,23.86,0.00,0.86,0.00,2.61,0.00,0.00,18.18,3942667,3714949,48.51,91264,748441,8523472,111.31,3007355,530884,83,2702237,118725,5884,9440,0,0,0,0.00,0,0.00,0.55,0.00,0.55,0.00,10.53,56599,1137,48352,0,0.00,124749.01,10,354,7.21,7.75,9.65,0,8882.50,8879.02,1869.22,1678.37,0.00,0.00,0.00,0.15
seda,cpu,7g,1,UseParallelGC,10,0.3492199379487721,0,29,0.0,0.0,0.0,1.0,1.0,1.0,6.0,22.0,24.929175000055693,28.592917499830946,2713.8866666666668,7166.5,23.611,584,39.756,2293.485,0.0048,0.00138,0.0737,0.00383,0.0737,0.35,0.07,0.27,99.94,1,71,16289.678,598774.618,7924.242,7.37,0.00,6.45,0.00,1.23,0.00,0.26,0.00,0.00,84.70,3918116,3739500,48.83,91416,748745,8524212,111.32,3031126,530884,92,2725555,118940,5882,9476,0,0,0,0.00,0,0.00,0.44,0.00,0.44,0.00,8.83,56680,1116,48351,0,0.02,59351.85,2,354,0.89,2.25,5.89,0,2717.72,2716.72,572.82,514.38,0.00,0.00,0.00,0.05
nio,memory,7g,200,UseParallelGC,10240,1369.0415258880469,616,2094,1195.0,1270.0,1375.0,1561.7000000000044,1737.0,1860.3940000000148,2028.9151999999303,2086.5534899999184,2093.255348999992,2093.925534899987,146.01333333333332,7114,23.618,536,89.574,2267.248,0.01033,0.00875,0.07155,0.01021,0.07155,5.16,0.07,5.09,99.14,1,499,112605.505,222130.386,7491.6,99.05,0.00,0.43,0.00,0.00,0.00,0.08,0.00,0.00,0.44,4652610,3005006,39.24,17271,172305,8482177,110.77,2746221,140085,87,2700477,59861,5233,9366,0,0,0,0.00,0,0.00,0.69,0.09,0.60,6.69,11.01,13789,1352,22836,0,0.06,2944.59,86,313,84.75,65.21,37.72,0,655.82,583.80,75.75,59.72,0.00,0.00,0.00,0.01
nio,memory,7g,100,UseParallelGC,10240,716.4129723012212,21,1618,539.0,616.0,728.0,900.0,1068.0,1226.4740000000093,1346.4739999999001,1575.3211599998176,1613.7321160001302,1617.5732116000872,139.47666666666666,7144,23.615,644,60.524,2325.865,0.00537,0.00391,0.07217,0.00522,0.07217,2.51,0.07,2.43,99.58,1,466,107708.624,445313.965,8923.388,99.16,0.00,0.41,0.00,0.00,0.00,0.06,0.00,0.00,0.37,4652566,3005050,39.24,17607,173261,8477544,110.71,2765906,121444,82,2700199,60021,5232,9360,0,0,0,0.00,0,0.00,0.72,0.11,0.61,0.91,9.97,13890,1257,22759,0,0.02,2774.30,83,313,82.64,79.44,58.69,0,439.14,450.39,56.16,48.94,0.00,0.00,0.00,0.00
nio,memory,7g,50,UseParallelGC,10240,341.88207923727845,19,904,225.0,264.0,335.0,475.0,619.5800000000017,740.3160000000062,830.0789999999615,895.6700199998886,903.1670020000165,903.916700199974,146.14333333333335,7154.5,23.62,550,48.936,2348.244,0.00369,0.00264,0.07054,0.00355,0.07054,1.79,0.07,1.72,99.7,1,485,113113.751,661665.265,7797.194,99.10,0.00,0.42,0.00,0.00,0.00,0.09,0.00,0.00,0.39,4643588,3014028,39.36,17814,173611,8482376,110.77,2779898,116525,94,2708709,59988,5234,9356,0,0,0,0.00,0,0.00,0.48,0.00,0.48,0.03,8.87,13975,1200,22721,0,0.02,2647.63,47,313,45.83,52.83,55.42,0,306.60,384.01,45.56,44.62,0.00,0.00,0.00,0.00
nio,memory,7g,20,UseParallelGC,10240,139.2123470548629,23,422,57.0,84.0,139.0,217.0,286.0,347.0,390.0789999999979,417.2622999999512,421.5262300000031,421.9526229999683,143.57,7162.5,23.619,579,41.697,2363.898,0.00238,0.00158,0.07335,0.00223,0.07335,1.13,0.07,1.06,99.81,1,476,111859.407,1061017.276,7894.145,99.08,0.00,0.47,0.00,0.00,0.00,0.08,0.00,0.00,0.37,4635950,3021666,39.46,20373,186718,8479768,110.74,2775159,128856,81,2700642,60234,5232,9360,0,0,0,0.00,0,0.00,0.61,0.00,0.61,0.00,10.39,14077,1171,22713,0,0.02,2239.53,20,313,19.52,26.19,40.46,0,210.97,325.03,36.97,39.90,0.00,0.00,0.00,0.00
nio,memory,7g,10,UseParallelGC,10240,68.28172831632654,20,228,30.0,39.0,65.0,110.0,150.0,182.09700000000157,215.21939999998722,227.12193999999727,227.9121940000041,227.99121939999168,146.34666666666666,7165,23.619,572,39.013,2369.551,0.00198,0.00138,0.07109,0.00184,0.07109,0.96,0.07,0.89,99.84,1,485,114114.25,1291240.711,8045.72,99.09,0.00,0.45,0.00,0.00,0.00,0.08,0.00,0.00,0.37,4629998,3027618,39.54,20566,187049,8482599,110.77,2781531,128818,88,2706468,60223,5237,9345,0,0,0,0.00,0,0.00,0.60,0.00,0.60,0.00,10.53,14158,1156,22711,0,0.02,1904.19,10,313,9.86,12.85,26.51,0,180.83,306.80,34.72,38.87,0.00,0.00,0.00,0.00
nio,memory,7g,1,UseParallelGC,10240,12.212068051079108,12,30,12.0,12.0,12.0,13.0,14.0,16.0,23.646999999997206,30.0,30.0,30.0,81.70333333333333,7167.5,23.617,541,36.441,2363.393,0.00218,0.00126,0.10912,0.00179,0.10912,0.6,0.11,0.49,99.9,1,272,63807.563,1319322.161,4957.649,24.54,0.00,0.37,0.00,0.02,0.00,0.00,0.00,0.00,75.07,4634145,3023471,39.48,20765,187368,8480576,110.75,2775986,128801,95,2700357,60425,5236,9314,0,0,0,0.00,0,0.00,0.62,0.00,0.62,0.00,10.99,14244,1099,22716,0,0.06,836.24,2,313,0.94,3.33,14.99,0,85.44,84.42,18.05,16.01,0.00,0.00,0.00,0.00
